GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSV001,GSV002,GSV003,GSV004,GSX001,GSX002,GSX003,GSX004
"G2801530","2000","US","3","6","Mississippi","28","Wayne","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2098730646","8234910","Wayne County","A","+31649588","-088652793","06",,,9,7,0,14,0,9,0,0
"G2801550","2000","US","3","6","Mississippi","28","Webster","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1094250516","2200025","Webster County","A","+33586740","-089243714","06",,,40,31,17,30,36,4,17,0
"G2801570","2000","US","3","6","Mississippi","28","Wilkinson","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1752656682","28364594","Wilkinson County","A","+31175595","-091266230","06",,,1,14,10,15,0,1,8,2
"G2801590","2000","US","3","6","Mississippi","28","Winston","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1572043155","8124929","Winston County","A","+33093326","-089054088","06",,,79,73,58,42,79,0,58,0
"G2801610","2000","US","3","6","Mississippi","28","Yalobusha","161",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1209835322","72210847","Yalobusha County","A","+34054653","-089727103","06",,,3,3,22,24,3,0,22,0
"G2801630","2000","US","3","6","Mississippi","28","Yazoo","163",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2381447909","37917610","Yazoo County","A","+32797792","-090387941","06",,,131,1048,37,33,131,0,33,4
"G2900010","2000","US","2","4","Missouri","29","Adair","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1468536034","5991075","Adair County","A","+40190406","-092585788","06",,,69,16,58,77,69,0,47,11
"G2900030","2000","US","2","4","Missouri","29","Andrew","003",,,,,"0",,,,,,,,,,,,,"7000","99","N","9999","9999","9",,,,,,,,,"1127118980","3413268","Andrew County","A","+39962974","-094822187","06",,,66,3,44,22,66,0,44,0
"G2900050","2000","US","2","4","Missouri","29","Atchison","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1410812102","6846598","Atchison County","A","+40424242","-095449856","06",,,7,0,2,1,7,0,2,0
"G2900070","2000","US","2","4","Missouri","29","Audrain","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1795109951","9562612","Audrain County","A","+39206389","-091796348","06",,,19,12,18,53,19,0,16,2
"G2900090","2000","US","2","4","Missouri","29","Barry","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2017764979","30641378","Barry County","A","+36700136","-093831759","06",,,490,133,257,207,460,30,241,16
"G2900110","2000","US","2","4","Missouri","29","Barton","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1539100279","6405206","Barton County","A","+37497277","-094325534","06",,,34,6,24,26,28,6,24,0
"G2900130","2000","US","2","4","Missouri","29","Bates","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2197517820","7511755","Bates County","A","+38245471","-094361720","06",,,42,2,24,26,39,3,24,0
"G2900150","2000","US","2","4","Missouri","29","Benton","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1827267325","121655908","Benton County","A","+38293859","-093299420","06",,,34,8,16,13,29,5,16,0
"G2900170","2000","US","2","4","Missouri","29","Bollinger","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1607712588","1187198","Bollinger County","A","+37343327","-090010763","06",,,18,0,2,8,18,0,2,0
"G2900190","2000","US","2","4","Missouri","29","Boone","019",,,,,"0",,,,,,,,,,,,,"1740","99","N","9999","9999","9",,,,,,,,,"1775255762","15231715","Boone County","A","+38989761","-092313387","06",,,772,217,512,222,669,81,426,86
"G2900210","2000","US","2","4","Missouri","29","Buchanan","021",,,,,"0",,,,,,,,,,,,,"7000","99","N","9999","9999","9",,,,,,,,,"1061196940","12532387","Buchanan County","A","+39722544","-094827011","06",,,515,189,515,231,477,32,465,39
"G2900230","2000","US","2","4","Missouri","29","Butler","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1806618349","3708503","Butler County","A","+36723851","-090387743","06",,,69,44,22,49,68,1,22,0
"G2900250","2000","US","2","4","Missouri","29","Caldwell","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1111989322","973959","Caldwell County","A","+39659262","-093978982","06",,,12,1,3,4,12,0,3,0
"G2900270","2000","US","2","4","Missouri","29","Callaway","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2172575802","21222566","Callaway County","A","+38824557","-091945725","06",,,96,85,73,28,93,3,57,16
"G2900290","2000","US","2","4","Missouri","29","Camden","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1696812047","139118534","Camden County","A","+38086511","-092769807","06",,,71,16,42,28,58,13,36,6
"G2900310","2000","US","2","4","Missouri","29","Cape Girardeau","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1498617560","19863617","Cape Girardeau County","A","+37358761","-089628002","06",,,118,21,154,89,102,6,127,20
"G2900330","2000","US","2","4","Missouri","29","Carroll","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1799322240","19614104","Carroll County","A","+39416811","-093479299","06",,,14,25,27,17,14,0,27,0
"G2900350","2000","US","2","4","Missouri","29","Carter","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1314634094","3728720","Carter County","A","+36947814","-090936667","06",,,9,6,9,7,9,0,9,0
"G2900370","2000","US","2","4","Missouri","29","Cass","037",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1810377121","9539683","Cass County","A","+38689373","-094376663","06",,,492,99,243,152,447,35,219,19
"G2900390","2000","US","2","4","Missouri","29","Cedar","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1232661657","58465173","Cedar County","A","+37730500","-093885396","06",,,13,19,18,4,13,0,18,0
"G2900410","2000","US","2","4","Missouri","29","Chariton","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1957696063","32073368","Chariton County","A","+39506036","-092976457","06",,,4,2,4,2,4,0,4,0
"G2900430","2000","US","2","4","Missouri","29","Christian","043",,,,,"0",,,,,,,,,,,,,"7920","99","N","9999","9999","9",,,,,,,,,"1458579651","2303985","Christian County","A","+37015357","-093236723","06",,,208,28,88,96,196,12,88,0
"G2900450","2000","US","2","4","Missouri","29","Clark","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1313929257","11885150","Clark County","A","+40407943","-091729061","06",,,2,0,12,4,2,0,12,0
"G2900470","2000","US","2","4","Missouri","29","Clay","047",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1026537131","32414613","Clay County","A","+39253674","-094474033","06",,,1701,405,1533,575,1598,103,1424,109
"G2900490","2000","US","2","4","Missouri","29","Clinton","049",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1084589558","12199274","Clinton County","A","+39601426","-094389768","06",,,31,1,50,53,28,3,45,5
"G2900510","2000","US","2","4","Missouri","29","Cole","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1013835684","19775219","Cole County","A","+38540006","-092240737","06",,,214,111,175,64,187,27,166,9
"G2900530","2000","US","2","4","Missouri","29","Cooper","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1463416719","13446888","Cooper County","A","+38855280","-092804980","06",,,24,9,10,19,24,0,10,0
"G2900550","2000","US","2","4","Missouri","29","Crawford","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1923112450","3284401","Crawford County","A","+38025235","-091326338","06",,,59,41,50,34,59,0,34,16
"G2900570","2000","US","2","4","Missouri","29","Dade","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1269977968","41336247","Dade County","A","+37416470","-093833128","06",,,3,5,17,6,3,0,17,0
"G2900590","2000","US","2","4","Missouri","29","Dallas","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1402590401","3344776","Dallas County","A","+37675356","-093040866","06",,,41,0,46,14,21,20,46,0
"G2900610","2000","US","2","4","Missouri","29","Daviess","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1468438424","5457104","Daviess County","A","+39960585","-093986670","06",,,5,0,4,11,5,0,4,0
"G2900630","2000","US","2","4","Missouri","29","DeKalb","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1098669767","4064624","DeKalb County","A","+39881288","-094405092","06",,,4,39,25,10,4,0,19,6
"G2900650","2000","US","2","4","Missouri","29","Dent","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1951656029","2521547","Dent County","A","+37630171","-091508318","06",,,33,11,21,18,24,9,21,0
"G2900670","2000","US","2","4","Missouri","29","Douglas","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2109626931","189771","Douglas County","A","+36929195","-092527002","06",,,29,22,17,15,29,0,17,0
"G2900690","2000","US","2","4","Missouri","29","Dunklin","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1413148910","3867564","Dunklin County","A","+36298597","-090065730","06",,,185,47,84,84,166,19,75,9
"G2900710","2000","US","2","4","Missouri","29","Franklin","071",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"2390068207","20313536","Franklin County","A","+38427346","-091036088","06",,,201,28,107,101,194,7,100,7
"G2900730","2000","US","2","4","Missouri","29","Gasconade","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1348525009","14054682","Gasconade County","A","+38449325","-091512590","06",,,32,2,4,8,22,10,4,0
"G2900750","2000","US","2","4","Missouri","29","Gentry","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1273034821","740807","Gentry County","A","+40203034","-094421535","06",,,1,0,4,2,1,0,4,0
"G2900770","2000","US","2","4","Missouri","29","Greene","077",,,,,"0",,,,,,,,,,,,,"7920","99","N","9999","9999","9",,,,,,,,,"1748172744","7309596","Greene County","A","+37216298","-093316087","06",,,1151,461,770,556,1012,139,699,71
"G2900790","2000","US","2","4","Missouri","29","Grundy","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1128761096","5600644","Grundy County","A","+40108464","-093585174","06",,,64,20,34,22,57,7,34,0
"G2900810","2000","US","2","4","Missouri","29","Harrison","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1878075926","3429152","Harrison County","A","+40333346","-093973775","06",,,14,7,4,5,14,0,4,0
"G2900830","2000","US","2","4","Missouri","29","Henry","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1819425235","77881861","Henry County","A","+38386717","-093774593","06",,,68,15,42,23,65,3,42,0
"G2900850","2000","US","2","4","Missouri","29","Hickory","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1032442304","33954526","Hickory County","A","+37916612","-093333791","06",,,20,7,8,19,12,8,8,0
"G2900870","2000","US","2","4","Missouri","29","Holt","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1196228316","18607154","Holt County","A","+40096286","-095218262","06",,,2,0,6,0,2,0,6,0
"G2900890","2000","US","2","4","Missouri","29","Howard","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1206248485","12474394","Howard County","A","+39148740","-092695248","06",,,12,23,31,21,12,0,19,12
"G2900910","2000","US","2","4","Missouri","29","Howell","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2402837046","1515991","Howell County","A","+36786515","-091877646","06",,,64,38,62,56,49,15,52,10
"G2900930","2000","US","2","4","Missouri","29","Iron","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1427961482","1848581","Iron County","A","+37539303","-090743905","06",,,8,8,5,13,8,0,5,0
"G2900950","2000","US","2","4","Missouri","29","Jackson","095",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1566539191","29958289","Jackson County","A","+39024005","-094463242","06",,,9066,3810,5848,5011,8424,642,5306,542
"G2900970","2000","US","2","4","Missouri","29","Jasper","097",,,,,"0",,,,,,,,,,,,,"3710","99","N","9999","9999","9",,,,,,,,,"1656900802","4114195","Jasper County","A","+37148298","-094412695","06",,,1059,184,717,535,1022,37,669,48
"G2900990","2000","US","2","4","Missouri","29","Jefferson","099",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1701094116","18882037","Jefferson County","A","+38285842","-090499266","06",,,505,120,356,168,481,24,328,28
"G2901010","2000","US","2","4","Missouri","29","Johnson","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2150829433","6699248","Johnson County","A","+38745484","-093796313","06",,,494,61,268,191,376,10,214,24
"G2901030","2000","US","2","4","Missouri","29","Knox","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1309775019","2762900","Knox County","A","+40136849","-092147931","06",,,0,2,2,8,0,0,2,0
"G2901050","2000","US","2","4","Missouri","29","Laclede","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1983551776","5551785","Laclede County","A","+37661192","-092624110","06",,,98,34,90,57,88,10,72,18
"G2901070","2000","US","2","4","Missouri","29","Lafayette","107",,,,,"0",,,,,,,,,,,,,"3760","99","N","9999","9999","9",,,,,,,,,"1629909909","24725921","Lafayette County","A","+39065505","-093802149","06",,,75,23,67,38,71,4,53,14
"G2901090","2000","US","2","4","Missouri","29","Lawrence","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1587858749","784697","Lawrence County","A","+37055340","-093810362","06",,,279,78,181,145,266,13,181,0
"G2901110","2000","US","2","4","Missouri","29","Lewis","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1307962688","15140208","Lewis County","A","+40085720","-091675261","06",,,4,11,4,10,4,0,4,0
"G2901130","2000","US","2","4","Missouri","29","Lincoln","113",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1632962085","25702388","Lincoln County","A","+39032384","-090932197","06",,,112,32,84,40,92,20,69,15
"G2901150","2000","US","2","4","Missouri","29","Linn","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1606703893","2878291","Linn County","A","+39833088","-093086909","06",,,25,0,33,16,25,0,19,14
"G2901170","2000","US","2","4","Missouri","29","Livingston","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1384408740","10235894","Livingston County","A","+39780413","-093553509","06",,,20,11,7,11,20,0,7,0
"G2901190","2000","US","2","4","Missouri","29","McDonald","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1397328580","496335","McDonald County","A","+36621553","-094384328","06",,,648,102,325,210,601,47,315,10
"G2901210","2000","US","2","4","Missouri","29","Macon","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2081750779","22694686","Macon County","A","+39830285","-092564634","06",,,10,2,20,3,10,0,12,8
"G2901230","2000","US","2","4","Missouri","29","Madison","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1286528020","2253278","Madison County","A","+37503750","-090312535","06",,,13,1,6,9,13,0,6,0
"G2901250","2000","US","2","4","Missouri","29","Maries","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1366808854","5816347","Maries County","A","+38148173","-091899426","06",,,6,4,25,0,6,0,25,0
"G2901270","2000","US","2","4","Missouri","29","Marion","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1134607993","15468000","Marion County","A","+39770045","-091507631","06",,,53,40,61,31,53,0,61,0
"G2901290","2000","US","2","4","Missouri","29","Mercer","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1176310082","2593970","Mercer County","A","+40428383","-093577593","06",,,1,4,0,0,1,0,0,0
"G2901310","2000","US","2","4","Missouri","29","Miller","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1533933921","19904916","Miller County","A","+38238974","-092481091","06",,,39,22,49,57,39,0,46,3
"G2901330","2000","US","2","4","Missouri","29","Mississippi","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1070070578","40790949","Mississippi County","A","+36843567","-089332848","06",,,2,0,8,7,2,0,6,2
"G2901350","2000","US","2","4","Missouri","29","Moniteau","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1078778015","6031716","Moniteau County","A","+38635825","-092604192","06",,,71,87,40,49,58,13,40,0
"G2901370","2000","US","2","4","Missouri","29","Monroe","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1673085704","62791636","Monroe County","A","+39511236","-091990523","06",,,10,0,10,2,10,0,10,0
"G2901390","2000","US","2","4","Missouri","29","Montgomery","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1392020046","7461478","Montgomery County","A","+38936879","-091465956","06",,,32,3,18,20,25,6,18,0
"G2901410","2000","US","2","4","Missouri","29","Morgan","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1547290919","42683952","Morgan County","A","+38364764","-092847468","06",,,45,14,45,27,45,0,45,0
"G2901430","2000","US","2","4","Missouri","29","New Madrid","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1756039541","51815220","New Madrid County","A","+36588288","-089677079","06",,,31,24,9,45,31,0,9,0
"G2901450","2000","US","2","4","Missouri","29","Newton","145",,,,,"0",,,,,,,,,,,,,"3710","99","N","9999","9999","9",,,,,,,,,"1622411544","631006","Newton County","A","+36904767","-094367818","06",,,298,98,151,83,280,10,124,27
"G2901470","2000","US","2","4","Missouri","29","Nodaway","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2270434775","2938804","Nodaway County","A","+40359654","-094877899","06",,,20,39,7,23,20,0,3,4
"G2901490","2000","US","2","4","Missouri","29","Oregon","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2049724380","473825","Oregon County","A","+36636805","-091427323","06",,,20,4,8,36,18,2,6,2
"G2901510","2000","US","2","4","Missouri","29","Osage","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1569810055","18905430","Osage County","A","+38464962","-091859336","06",,,8,2,13,0,8,0,13,0
"G2901530","2000","US","2","4","Missouri","29","Ozark","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1922154443","33462813","Ozark County","A","+36631583","-092454849","06",,,24,8,32,9,24,0,32,0
"G2901550","2000","US","2","4","Missouri","29","Pemiscot","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1277066344","50062733","Pemiscot County","A","+36193331","-089767306","06",,,68,19,38,28,58,10,36,2
"G2901570","2000","US","2","4","Missouri","29","Perry","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1229383442","24887043","Perry County","A","+37709917","-089837773","06",,,37,0,35,20,31,6,35,0
"G2901590","2000","US","2","4","Missouri","29","Pettis","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1773687006","3934038","Pettis County","A","+38710464","-093264073","06",,,412,107,194,236,355,57,131,63
"G2901610","2000","US","2","4","Missouri","29","Phelps","161",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1742678646","3704611","Phelps County","A","+37922046","-091773706","06",,,107,27,71,101,103,4,71,0
"G2901630","2000","US","2","4","Missouri","29","Pike","163",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1742604079","31043265","Pike County","A","+39360621","-091145704","06",,,177,56,34,0,158,0,31,3
