GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4K001,E4K002,E4K003,E4K004,E4K005,E4K006,E4K007,E4K008
"G2800890","1990","MS",,,,,,,,,,,"99","Madison","089",,,"6","3560",,,,"9999","3","Mississippi","28",,,,,"0001862562","0000059293","Madison County","A","+32633641","-090033836","06",0,44,10,30,0,46,21,17
"G2800910","1990","MS",,,,,,,,,,,"99","Marion","091",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001404766","0000016128","Marion County","A","+31230662","-089822017","06",0,52,6,8,0,15,0,47
"G2800930","1990","MS",,,,,,,,,,,"99","Marshall","093",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001829560","0000008974","Marshall County","A","+34770067","-089509467","06",0,26,0,0,0,14,0,8
"G2800950","1990","MS",,,,,,,,,,,"99","Monroe","095",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001979355","0000020381","Monroe County","A","+33890256","-088485251","06",0,28,0,3,0,20,0,21
"G2800970","1990","MS",,,,,,,,,,,"99","Montgomery","097",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001053830","0000002629","Montgomery County","A","+33497606","-089608860","06",0,0,0,0,0,7,0,7
"G2800990","1990","MS",,,,,,,,,,,"99","Neshoba","099",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001476412","0000004255","Neshoba County","A","+32752405","-089119353","06",0,15,0,0,0,0,0,16
"G2801010","1990","MS",,,,,,,,,,,"99","Newton","101",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001497211","0000004007","Newton County","A","+32405110","-089118252","06",2,8,0,2,0,3,0,2
"G2801030","1990","MS",,,,,,,,,,,"99","Noxubee","103",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001799730","0000013503","Noxubee County","A","+33110929","-088570177","06",0,0,0,0,0,0,0,0
"G2801050","1990","MS",,,,,,,,,,,"99","Oktibbeha","105",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001185588","0000010828","Oktibbeha County","A","+33426319","-088880002","06",0,62,0,60,0,30,11,100
"G2801070","1990","MS",,,,,,,,,,,"99","Panola","107",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001772212","0000054234","Panola County","A","+34363316","-089946541","06",0,42,2,2,0,17,0,19
"G2801090","1990","MS",,,,,,,,,,,"99","Pearl River","109",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0002101894","0000019260","Pearl River County","A","+30770422","-089592464","06",0,55,11,31,0,24,0,40
"G2801110","1990","MS",,,,,,,,,,,"99","Perry","111",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001676289","0000007828","Perry County","A","+31171858","-088987472","06",0,0,0,3,0,8,0,6
"G2801130","1990","MS",,,,,,,,,,,"99","Pike","113",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001059109","0000004892","Pike County","A","+31175513","-090399979","06",0,13,2,17,0,16,14,27
"G2801150","1990","MS",,,,,,,,,,,"99","Pontotoc","115",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001288336","0000009303","Pontotoc County","A","+34227506","-089036823","06",0,25,0,24,0,10,0,21
"G2801170","1990","MS",,,,,,,,,,,"99","Prentiss","117",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001074789","0000008546","Prentiss County","A","+34613446","-088518589","06",0,41,0,0,0,6,0,0
"G2801190","1990","MS",,,,,,,,,,,"99","Quitman","119",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001048604","0000004287","Quitman County","A","+34254962","-090287133","06",0,24,0,17,0,22,0,6
"G2801210","1990","MS",,,,,,,,,,,"99","Rankin","121",,,"6","3560",,,,"9999","3","Mississippi","28",,,,,"0002006214","0000081728","Rankin County","A","+32262505","-089946198","06",0,207,19,49,0,102,22,97
"G2801230","1990","MS",,,,,,,,,,,"99","Scott","123",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001577653","0000003372","Scott County","A","+32404951","-089545323","06",0,37,0,12,0,23,0,13
"G2801250","1990","MS",,,,,,,,,,,"99","Sharkey","125",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001107852","0000018580","Sharkey County","A","+32878926","-090811597","06",0,4,0,0,0,0,0,7
"G2801270","1990","MS",,,,,,,,,,,"99","Simpson","127",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001524928","0000004655","Simpson County","A","+31915476","-089920939","06",0,0,0,0,0,8,0,6
"G2801290","1990","MS",,,,,,,,,,,"99","Smith","129",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001647044","0000003605","Smith County","A","+32016313","-089501240","06",0,6,0,0,0,6,0,14
"G2801310","1990","MS",,,,,,,,,,,"99","Stone","131",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001153552","0000007003","Stone County","A","+30788999","-089123191","06",0,10,0,6,0,4,0,15
"G2801330","1990","MS",,,,,,,,,,,"99","Sunflower","133",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001797021","0000034775","Sunflower County","A","+33606741","-090595008","06",0,25,0,2,0,5,3,22
"G2801350","1990","MS",,,,,,,,,,,"99","Tallahatchie","135",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001667883","0000021134","Tallahatchie County","A","+33945937","-090171689","06",0,6,0,0,0,0,10,15
"G2801370","1990","MS",,,,,,,,,,,"99","Tate","137",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001047688","0000016757","Tate County","A","+34653317","-089940116","06",0,21,0,1,0,18,0,16
"G2801390","1990","MS",,,,,,,,,,,"99","Tippah","139",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001186054","0000005349","Tippah County","A","+34770071","-088908310","06",0,15,0,9,0,8,0,2
"G2801410","1990","MS",,,,,,,,,,,"99","Tishomingo","141",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001098561","0000052869","Tishomingo County","A","+34740659","-088243310","06",0,7,0,0,0,6,3,5
"G2801430","1990","MS",,,,,,,,,,,"99","Tunica","143",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001178045","0000067273","Tunica County","A","+34656006","-090376311","06",0,5,4,36,0,13,4,11
"G2801450","1990","MS",,,,,,,,,,,"99","Union","145",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001076199","0000003592","Union County","A","+34489687","-089004112","06",0,83,0,16,0,8,0,40
"G2801470","1990","MS",,,,,,,,,,,"99","Walthall","147",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001045968","0000001604","Walthall County","A","+31144912","-090102515","06",0,6,0,17,0,10,0,0
"G2801490","1990","MS",,,,,,,,,,,"99","Warren","149",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001519465","0000083270","Warren County","A","+32357440","-090851741","06",0,43,13,0,0,39,19,52
"G2801510","1990","MS",,,,,,,,,,,"99","Washington","151",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001875248","0000096533","Washington County","A","+33285527","-090947514","06",0,58,0,24,0,21,8,31
"G2801530","1990","MS",,,,,,,,,,,"99","Wayne","153",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0002098888","0000008187","Wayne County","A","+31643696","-088702081","06",0,8,0,0,0,9,0,30
"G2801550","1990","MS",,,,,,,,,,,"99","Webster","155",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001095181","0000001361","Webster County","A","+33612986","-089282406","06",0,7,0,4,0,12,8,13
"G2801570","1990","MS",,,,,,,,,,,"99","Wilkinson","157",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001752789","0000028367","Wilkinson County","A","+31164367","-091318635","06",0,11,4,0,0,2,0,3
"G2801590","1990","MS",,,,,,,,,,,"99","Winston","159",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001572245","0000008038","Winston County","A","+33093188","-089035413","06",0,5,0,0,0,13,0,6
"G2801610","1990","MS",,,,,,,,,,,"99","Yalobusha","161",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0001209929","0000072199","Yalobusha County","A","+34031899","-089715441","06",0,0,0,0,0,0,0,11
"G2801630","1990","MS",,,,,,,,,,,"99","Yazoo","163",,,"6","9999",,,,"9999","3","Mississippi","28",,,,,"0002381651","0000037922","Yazoo County","A","+32780666","-090404960","06",0,0,0,0,0,18,0,7
"G2900010","1990","MO",,,,,,,,,,,"99","Adair","001",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001470401","0000004226","Adair County","A","+40188408","-092598803","06",0,24,0,33,0,54,0,30
"G2900030","1990","MO",,,,,,,,,,,"99","Andrew","003",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001127191","0000003414","Andrew County","A","+39987655","-094800896","06",0,16,7,9,0,12,0,16
"G2900050","1990","MO",,,,,,,,,,,"99","Atchison","005",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001410885","0000006845","Atchison County","A","+40425384","-095433920","06",0,16,2,10,0,4,0,10
"G2900070","1990","MO",,,,,,,,,,,"99","Audrain","007",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001795791","0000008996","Audrain County","A","+39214460","-091842752","06",0,12,0,9,0,17,0,5
"G2900090","1990","MO",,,,,,,,,,,"99","Barry","009",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002017953","0000030646","Barry County","A","+36712987","-093831493","06",0,16,9,2,0,9,16,12
"G2900110","1990","MO",,,,,,,,,,,"99","Barton","011",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001539365","0000006285","Barton County","A","+37501405","-094343579","06",0,12,0,1,0,2,0,19
"G2900130","1990","MO",,,,,,,,,,,"99","Bates","013",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002197737","0000007515","Bates County","A","+38258051","-094339408","06",0,5,0,5,0,7,0,15
"G2900150","1990","MO",,,,,,,,,,,"99","Benton","015",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001827426","0000121666","Benton County","A","+38299100","-093288478","06",0,7,0,16,0,5,0,22
"G2900170","1990","MO",,,,,,,,,,,"99","Bollinger","017",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001607770","0000001175","Bollinger County","A","+37320768","-090027891","06",0,10,0,4,0,23,0,8
"G2900190","1990","MO",,,,,,,,,,,"99","Boone","019",,,"4","1740",,,,"9999","2","Missouri","29",,,,,"0001775136","0000015039","Boone County","A","+38987233","-092308160","06",0,216,7,186,5,271,28,212
"G2900210","1990","MO",,,,,,,,,,,"99","Buchanan","021",,,"4","7000",,,,"9999","2","Missouri","29",,,,,"0001061282","0000012532","Buchanan County","A","+39666480","-094806022","06",6,329,58,136,0,280,16,216
"G2900230","1990","MO",,,,,,,,,,,"99","Butler","023",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001806741","0000003682","Butler County","A","+36715105","-090403177","06",0,41,0,24,0,24,0,60
"G2900250","1990","MO",,,,,,,,,,,"99","Caldwell","025",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001112087","0000000976","Caldwell County","A","+39659254","-093978765","06",0,5,0,0,0,0,0,6
"G2900270","1990","MO",,,,,,,,,,,"99","Callaway","027",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002173251","0000021158","Callaway County","A","+38836209","-091924532","06",0,45,0,17,0,28,21,15
"G2900290","1990","MO",,,,,,,,,,,"99","Camden","029",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001697064","0000139110","Camden County","A","+38029498","-092771901","06",0,11,0,5,0,17,2,28
"G2900310","1990","MO",,,,,,,,,,,"99","Cape Girardeau","031",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001498726","0000019867","Cape Girardeau County","A","+37383342","-089684392","06",0,70,0,53,0,52,11,89
"G2900330","1990","MO",,,,,,,,,,,"99","Carroll","033",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001798979","0000020097","Carroll County","A","+39427909","-093501071","06",0,2,0,0,0,9,0,0
"G2900350","1990","MO",,,,,,,,,,,"99","Carter","035",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001314734","0000003730","Carter County","A","+36941680","-090965826","06",0,2,0,27,0,19,0,17
"G2900370","1990","MO",,,,,,,,,,,"99","Cass","037",,,"4","3760",,,,"9999","2","Missouri","29",,,,,"0001810713","0000009355","Cass County","A","+38646808","-094354488","06",7,215,0,8,0,170,4,86
"G2900390","1990","MO",,,,,,,,,,,"99","Cedar","039",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001232759","0000058462","Cedar County","A","+37722485","-093864759","06",0,7,29,0,0,11,0,9
"G2900410","1990","MO",,,,,,,,,,,"99","Chariton","041",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001957814","0000032076","Chariton County","A","+39519402","-092959910","06",0,0,3,2,0,0,0,0
"G2900430","1990","MO",,,,,,,,,,,"99","Christian","043",,,"4","7920",,,,"9999","2","Missouri","29",,,,,"0001458694","0000002304","Christian County","A","+36969668","-093187493","06",0,107,8,12,0,60,0,9
"G2900450","1990","MO",,,,,,,,,,,"99","Clark","045",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001314016","0000011876","Clark County","A","+40410872","-091742061","06",0,0,0,0,0,3,0,8
"G2900470","1990","MO",,,,,,,,,,,"99","Clay","047",,,"4","3760",,,,"9999","2","Missouri","29",,,,,"0001026825","0000032897","Clay County","A","+39313003","-094423343","06",0,895,41,225,0,842,59,478
"G2900490","1990","MO",,,,,,,,,,,"99","Clinton","049",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001084666","0000012198","Clinton County","A","+39604266","-094402026","06",0,30,2,28,0,13,2,7
"G2900510","1990","MO",,,,,,,,,,,"99","Cole","051",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001014145","0000019555","Cole County","A","+38507145","-092282300","06",0,71,15,143,0,110,13,65
"G2900530","1990","MO",,,,,,,,,,,"99","Cooper","053",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001463490","0000013458","Cooper County","A","+38846321","-092813241","06",0,9,0,27,0,7,0,8
"G2900550","1990","MO",,,,,,,,,,,"99","Crawford","055",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001923258","0000003243","Crawford County","A","+37976644","-091302620","06",0,48,0,0,0,24,0,24
"G2900570","1990","MO",,,,,,,,,,,"99","Dade","057",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001270084","0000041339","Dade County","A","+37429701","-093853467","06",0,0,0,3,0,9,0,8
"G2900590","1990","MO",,,,,,,,,,,"99","Dallas","059",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001402678","0000003324","Dallas County","A","+37672354","-093020438","06",0,14,0,10,0,17,0,4
"G2900610","1990","MO",,,,,,,,,,,"99","Daviess","061",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001468536","0000005478","Daviess County","A","+39960580","-093986446","06",0,2,2,2,0,4,3,4
"G2900630","1990","MO",,,,,,,,,,,"99","DeKalb","063",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001098700","0000004113","DeKalb County","A","+39898853","-094404523","06",0,0,2,154,0,13,2,7
"G2900650","1990","MO",,,,,,,,,,,"99","Dent","065",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001951778","0000002521","Dent County","A","+37609434","-091498327","06",0,16,0,0,0,23,0,11
"G2900670","1990","MO",,,,,,,,,,,"99","Douglas","067",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002109790","0000000210","Douglas County","A","+36927581","-092496886","06",0,0,0,0,0,14,0,11
"G2900690","1990","MO",,,,,,,,,,,"99","Dunklin","069",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001413233","0000003866","Dunklin County","A","+36270511","-090089776","06",0,23,2,27,0,35,0,14
"G2900710","1990","MO",,,,,,,,,,,"99","Franklin","071",,,"4","7040",,,,"9999","2","Missouri","29",,,,,"0002388165","0000019605","Franklin County","A","+38407669","-091076131","06",0,109,9,26,0,66,9,72
"G2900730","1990","MO",,,,,,,,,,,"99","Gasconade","073",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001345453","0000013077","Gasconade County","A","+38442273","-091506446","06",0,2,0,0,0,0,0,0
"G2900750","1990","MO",,,,,,,,,,,"99","Gentry","075",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001273122","0000000742","Gentry County","A","+40217856","-094411259","06",0,2,0,0,0,6,0,2
"G2900770","1990","MO",,,,,,,,,,,"99","Greene","077",,,"4","7920",,,,"9999","2","Missouri","29",,,,,"0001748289","0000007323","Greene County","A","+37257250","-093337281","06",0,393,23,115,0,369,11,248
"G2900790","1990","MO",,,,,,,,,,,"99","Grundy","079",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001128857","0000005598","Grundy County","A","+40112193","-093567162","06",0,13,9,9,0,0,0,26
"G2900810","1990","MO",,,,,,,,,,,"99","Harrison","081",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001878240","0000003392","Harrison County","A","+40353955","-093981793","06",0,6,0,6,0,14,1,4
"G2900830","1990","MO",,,,,,,,,,,"99","Henry","083",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001819465","0000078005","Henry County","A","+38387342","-093791331","06",0,23,0,2,0,2,0,6
"G2900850","1990","MO",,,,,,,,,,,"99","Hickory","085",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001032532","0000033958","Hickory County","A","+37942045","-093319009","06",0,0,0,2,0,2,0,2
"G2900870","1990","MO",,,,,,,,,,,"99","Holt","087",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001196326","0000018659","Holt County","A","+40094838","-095213430","06",0,2,0,0,0,3,0,0
"G2900890","1990","MO",,,,,,,,,,,"99","Howard","089",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001206314","0000012497","Howard County","A","+39143794","-092695140","06",0,10,0,7,0,1,0,13
"G2900910","1990","MO",,,,,,,,,,,"99","Howell","091",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002403073","0000001461","Howell County","A","+36774397","-091887321","06",0,17,0,0,0,26,6,16
"G2900930","1990","MO",,,,,,,,,,,"99","Iron","093",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001428191","0000001729","Iron County","A","+37546104","-090756821","06",0,3,0,8,0,10,0,8
"G2900950","1990","MO",,,,,,,,,,,"99","Jackson","095",,,"4","3760",,,,"9999","2","Missouri","29",,,,,"0001566476","0000029372","Jackson County","A","+39010064","-094343813","06",38,4738,601,1274,0,3902,259,2281
"G2900970","1990","MO",,,,,,,,,,,"99","Jasper","097",,,"4","3710",,,,"9999","2","Missouri","29",,,,,"0001657122","0000004023","Jasper County","A","+37201947","-094335564","06",7,70,6,34,0,116,9,78
"G2900990","1990","MO",,,,,,,,,,,"99","Jefferson","099",,,"4","7040",,,,"9999","2","Missouri","29",,,,,"0001701184","0000018891","Jefferson County","A","+38255887","-090537308","06",0,233,12,42,0,213,6,137
"G2901010","1990","MO",,,,,,,,,,,"99","Johnson","101",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002151330","0000006375","Johnson County","A","+38749005","-093808599","06",73,102,7,87,4,89,21,54
"G2901030","1990","MO",,,,,,,,,,,"99","Knox","103",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001309844","0000002765","Knox County","A","+40124871","-092149671","06",0,0,0,0,0,0,0,2
"G2901050","1990","MO",,,,,,,,,,,"99","Laclede","105",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001983649","0000005547","Laclede County","A","+37659931","-092594732","06",0,24,6,2,0,24,6,21
"G2901070","1990","MO",,,,,,,,,,,"99","Lafayette","107",,,"4","3760",,,,"9999","2","Missouri","29",,,,,"0001630053","0000024678","Lafayette County","A","+39059236","-093784058","06",0,24,2,27,0,42,2,14
"G2901090","1990","MO",,,,,,,,,,,"99","Lawrence","109",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001587983","0000000785","Lawrence County","A","+37107937","-093829670","06",0,62,0,3,2,47,0,17
"G2901110","1990","MO",,,,,,,,,,,"99","Lewis","111",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001308082","0000015088","Lewis County","A","+40094044","-091726316","06",0,11,2,0,0,6,2,14
"G2901130","1990","MO",,,,,,,,,,,"99","Lincoln","113",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001633026","0000025716","Lincoln County","A","+39060753","-090961560","06",0,43,2,20,0,29,14,2
"G2901150","1990","MO",,,,,,,,,,,"99","Linn","115",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001606809","0000002880","Linn County","A","+39867808","-093110580","06",0,8,2,0,0,15,0,15
"G2901170","1990","MO",,,,,,,,,,,"99","Livingston","117",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001384715","0000010035","Livingston County","A","+39782948","-093546674","06",0,7,0,19,0,6,0,15
"G2901190","1990","MO",,,,,,,,,,,"99","McDonald","119",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001397421","0000000497","McDonald County","A","+36622485","-094353666","06",0,25,0,0,0,11,7,7
"G2901210","1990","MO",,,,,,,,,,,"99","Macon","121",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0002081876","0000022700","Macon County","A","+39829773","-092559702","06",0,0,0,8,0,2,6,8
"G2901230","1990","MO",,,,,,,,,,,"99","Madison","123",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001286621","0000002254","Madison County","A","+37480515","-090343166","06",0,10,0,8,0,0,7,14
"G2901250","1990","MO",,,,,,,,,,,"99","Maries","125",,,"4","9999",,,,"9999","2","Missouri","29",,,,,"0001366981","0000005735","Maries County","A","+38175337","-091918500","06",0,0,0,0,0,9,9,7
