GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4J001,E4J002,E4J003,E4J004,E4J005,E4J006,E4J007,E4J008,E4J009,E4J010,E4J011,E4J012,E4J013,E4J014,E4J015,E4J016,E4J017,E4J018,E4J019,E4J020,E4J021,E4J022,E4J023,E4J024,E4J025,E4J026,E4J027,E4J028,E4J029,E4J030,E4J031,E4J032,E4J033,E4J034,E4J035,E4J036,E4J037,E4J038,E4J039,E4J040
"G3000450","1990","MT",,,,,,,,,,,"99","Judith Basin","045",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004843006","0000002236","Judith Basin County","A","+47039981","-110264795","06",0,645,15,231,0,413,11,445,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"G3000470","1990","MT",,,,,,,,,,,"99","Lake","047",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0003868988","0000414234","Lake County","A","+47649672","-114089308","06",14,3682,315,1957,0,3162,187,3059,0,0,0,0,0,6,0,0,2,762,198,533,0,627,105,680,0,0,0,6,0,12,0,0,0,9,2,22,0,8,0,4
"G3000490","1990","MT",,,,,,,,,,,"99","Lewis And Clark","049",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0008964069","0000094786","Lewis and Clark County","A","+47113693","-112377040","06",145,11450,763,4134,28,10963,474,6563,0,0,0,16,0,0,0,17,12,182,66,114,0,227,11,162,0,86,0,24,0,74,7,26,0,35,0,6,0,19,8,18
"G3000510","1990","MT",,,,,,,,,,,"99","Liberty","051",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0003703185","0000045002","Liberty County","A","+48548886","-111025195","06",0,532,13,219,0,324,6,523,0,0,0,0,0,0,0,2,0,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000530","1990","MT",,,,,,,,,,,"99","Lincoln","053",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0009357126","0000161686","Lincoln County","A","+48536231","-115409389","06",7,3607,794,1838,0,2709,424,3211,0,0,0,0,0,0,0,0,0,62,3,19,0,55,28,58,0,24,0,0,0,20,0,8,0,13,0,0,0,10,0,0
"G3000550","1990","MT",,,,,,,,,,,"99","McCone","055",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006844330","0000104236","McCone County","A","+47648986","-105801536","06",0,643,34,180,0,390,18,416,0,0,0,0,0,2,0,0,0,6,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000570","1990","MT",,,,,,,,,,,"99","Madison","057",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0009289369","0000042212","Madison County","A","+45295889","-111921615","06",0,1638,55,639,0,1122,64,1062,0,0,0,0,0,0,0,0,0,13,0,9,0,22,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
"G3000590","1990","MT",,,,,,,,,,,"99","Meagher","059",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006194894","0000007819","Meagher County","A","+46591535","-110863671","06",0,485,27,206,0,354,17,304,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0
"G3000610","1990","MT",,,,,,,,,,,"99","Mineral","061",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0003159462","0000009211","Mineral County","A","+47145251","-114980755","06",0,764,60,385,0,590,54,541,0,0,0,0,0,0,0,0,0,13,0,12,0,14,0,4,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"G3000630","1990","MT",,,,,,,,,,,"99","Missoula","063",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006729378","0000052261","Missoula County","A","+47040995","-113925449","06",56,19129,1624,7475,23,16978,1012,11931,0,43,24,26,0,25,0,25,0,312,100,188,0,277,69,286,0,148,15,113,0,112,9,204,0,80,36,20,0,18,0,17
"G3000650","1990","MT",,,,,,,,,,,"99","Musselshell","065",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004835991","0000009749","Musselshell County","A","+46485719","-108400176","06",0,893,42,622,0,695,39,899,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,2,0,0,0,2,0,4,0,3,2,2,0,0,0,2
"G3000670","1990","MT",,,,,,,,,,,"99","Park","067",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006879458","0000027371","Park County","A","+45498332","-110520919","06",1,3473,240,1536,0,2798,189,2709,0,8,0,10,0,14,10,21,0,12,0,9,0,27,0,2,0,9,0,8,0,20,0,14,0,18,7,0,0,10,0,24
"G3000690","1990","MT",,,,,,,,,,,"99","Petroleum","069",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004283690","0000052092","Petroleum County","A","+47107453","-108261794","06",0,176,3,32,0,98,2,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000710","1990","MT",,,,,,,,,,,"99","Phillips","071",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0013312287","0000187362","Phillips County","A","+48261632","-107923371","06",4,1259,66,410,0,931,55,763,0,1,0,0,0,0,0,0,0,55,21,40,0,53,18,70,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,6
"G3000730","1990","MT",,,,,,,,,,,"99","Pondera","073",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004207890","0000039263","Pondera County","A","+48235385","-112219495","06",49,1494,43,452,0,1039,69,1044,8,0,0,0,0,0,0,0,0,74,46,75,0,76,36,98,0,6,0,0,0,11,0,12,0,0,0,0,0,0,0,0
"G3000750","1990","MT",,,,,,,,,,,"99","Powder River","075",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0008539916","0000001965","Powder River County","A","+45382303","-105635985","06",0,616,15,148,0,428,5,341,0,0,0,0,0,0,0,0,0,7,0,9,0,2,2,2,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0
"G3000770","1990","MT",,,,,,,,,,,"99","Powell","077",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006024256","0000017473","Powell County","A","+46850339","-112941271","06",0,1393,59,1500,0,963,61,996,0,0,0,0,0,0,0,0,0,36,12,151,0,14,13,47,0,0,0,0,0,0,0,14,0,5,0,29,0,0,0,7
"G3000790","1990","MT",,,,,,,,,,,"99","Prairie","079",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004497808","0000015551","Prairie County","A","+46853428","-105372898","06",2,353,2,210,0,248,11,267,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"G3000810","1990","MT",,,,,,,,,,,"99","Ravalli","081",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006201232","0000015777","Ravalli County","A","+46084852","-114123057","06",9,5468,489,3088,0,4249,296,5005,0,14,0,2,0,0,0,0,0,82,29,15,0,65,4,34,0,13,0,0,0,17,10,17,0,18,7,9,0,2,0,0
"G3000830","1990","MT",,,,,,,,,,,"99","Richland","083",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0005397953","0000049031","Richland County","A","+47785458","-104561134","06",0,2545,264,833,0,1890,137,1842,0,7,0,0,0,0,0,0,0,53,4,21,0,7,5,20,0,3,0,0,0,4,0,3,0,28,0,15,0,0,0,9
"G3000850","1990","MT",,,,,,,,,,,"99","Roosevelt","085",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0006101141","0000036379","Roosevelt County","A","+48295252","-105028698","06",3,1355,78,592,0,1166,38,989,0,0,0,0,0,2,0,3,3,680,328,558,0,647,195,827,0,4,0,0,0,5,0,6,0,2,0,0,0,5,0,0
"G3000870","1990","MT",,,,,,,,,,,"99","Rosebud","087",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0012982088","0000037735","Rosebud County","A","+46225806","-106724398","06",60,2175,128,389,0,1437,90,1098,12,0,0,0,0,0,0,0,0,337,183,228,0,360,101,385,5,5,0,0,0,6,0,7,0,19,0,6,0,6,0,14
"G3000890","1990","MT",,,,,,,,,,,"99","Sanders","089",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0007154311","0000072244","Sanders County","A","+47662121","-115131116","06",0,1654,154,1215,0,1180,135,1735,0,0,0,2,0,0,0,2,0,123,32,44,0,75,0,77,0,9,0,0,0,8,0,3,0,4,0,0,0,8,0,9
"G3000910","1990","MT",,,,,,,,,,,"99","Sheridan","091",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004342525","0000076995","Sheridan County","A","+48726701","-104499894","06",1,1052,48,655,0,774,35,1022,0,0,0,0,0,0,0,0,0,15,0,2,0,11,4,14,0,0,0,3,0,4,0,0,0,0,0,0,0,2,0,0
"G3000930","1990","MT",,,,,,,,,,,"99","Silver Bow","093",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0001860457","0000001722","Silver Bow County","N","+45895956","-112657607","06",41,7406,926,4063,10,6200,513,6653,0,0,0,0,0,8,0,0,0,78,34,38,0,64,10,69,0,27,5,21,0,54,14,43,0,65,0,50,0,33,0,29
"G3000950","1990","MT",,,,,,,,,,,"99","Stillwater","095",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004648352","0000025836","Stillwater County","A","+45674109","-109388807","06",0,1670,46,668,0,1254,57,1107,0,0,0,0,0,0,0,0,0,10,0,11,0,36,0,22,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,5
"G3000970","1990","MT",,,,,,,,,,,"99","Sweet Grass","097",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004804921","0000017920","Sweet Grass County","A","+45814066","-109943376","06",0,760,21,387,0,600,37,596,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"G3000990","1990","MT",,,,,,,,,,,"99","Teton","099",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0005886040","0000051714","Teton County","A","+47847993","-112233119","06",17,1596,51,601,0,1095,50,1141,0,0,0,0,0,0,0,0,0,19,0,2,0,21,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"G3001010","1990","MT",,,,,,,,,,,"99","Toole","101",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0004949252","0000090420","Toole County","A","+48651037","-111688806","06",0,1368,14,439,8,987,23,828,0,0,0,0,0,7,0,0,0,1,0,3,0,18,8,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"G3001030","1990","MT",,,,,,,,,,,"99","Treasure","103",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0002535352","0000013579","Treasure County","A","+46203050","-107265838","06",0,260,0,69,0,155,3,161,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3
"G3001050","1990","MT",,,,,,,,,,,"99","Valley","105",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0012745224","0000365558","Valley County","A","+48355507","-106662747","06",0,1992,69,806,0,1492,57,1375,0,0,0,0,0,0,0,0,0,75,75,70,0,113,13,110,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"G3001070","1990","MT",,,,,,,,,,,"99","Wheatland","107",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0003686033","0000013455","Wheatland County","A","+46471388","-109844224","06",4,567,28,256,3,400,12,408,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,6,0,0,0,2,0,0,0,4,0,0,0,0,0,3,0,0
"G3001090","1990","MT",,,,,,,,,,,"99","Wibaux","109",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0002303399","0000002019","Wibaux County","A","+46961901","-104247312","06",0,280,20,136,0,197,14,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"G3001110","1990","MT",,,,,,,,,,,"99","Yellowstone","111",,,"8","0880",,,,"9999","4","Montana","30",,,,,"0006825201","0000035998","Yellowstone County","A","+45935286","-108271738","06",64,27962,1552,9417,5,24936,1211,17177,0,88,15,57,0,30,5,33,0,541,113,327,0,504,153,453,0,109,0,47,0,104,0,60,0,288,50,103,0,198,8,114
"G3001130","1990","MT",,,,,,,,,,,"99","Yellowstone National Park","113",,,"8","9999",,,,"9999","4","Montana","30",,,,,"0000635569","0000001884","Yellowstone National Park","N","+45003546","-110800812","14",0,13,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100010","1990","NE",,,,,,,,,,,"99","Adams","001",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001459299","0000001956","Adams County","A","+40522949","-098500336","06",36,7630,277,2752,7,6502,315,5122,0,38,0,31,0,28,0,23,0,0,0,17,0,18,1,11,0,8,0,7,0,35,0,34,0,38,0,21,0,17,0,15
"G3100030","1990","NE",,,,,,,,,,,"99","Antelope","003",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002219960","0000003534","Antelope County","A","+42177729","-098071526","06",2,1865,30,857,0,1368,53,1557,0,0,0,0,0,13,0,0,0,0,3,10,0,10,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"G3100050","1990","NE",,,,,,,,,,,"99","Arthur","005",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001852923","0000007633","Arthur County","A","+41571593","-101696308","06",0,135,4,46,0,83,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100070","1990","NE",,,,,,,,,,,"99","Banner","007",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001932854","0000000398","Banner County","A","+41542897","-103715292","06",0,237,0,76,0,154,8,144,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"G3100090","1990","NE",,,,,,,,,,,"99","Blaine","009",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001840950","0000009308","Blaine County","A","+41926015","-099982857","06",0,207,4,39,0,151,6,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100110","1990","NE",,,,,,,,,,,"99","Boone","011",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001778660","0000001442","Boone County","A","+41704716","-098062779","06",0,1732,38,646,0,1161,35,1277,0,0,0,0,0,0,0,5,0,2,0,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100130","1990","NE",,,,,,,,,,,"99","Box Butte","013",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002785215","0000006587","Box Butte County","A","+42212616","-103082184","06",0,3258,148,877,0,2461,114,2093,0,0,0,0,0,5,0,0,0,41,43,24,0,20,30,46,0,13,0,8,0,0,0,14,0,50,3,32,0,21,12,23
"G3100150","1990","NE",,,,,,,,,,,"99","Boyd","015",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001398842","0000011770","Boyd County","A","+42895962","-098771709","06",0,689,7,342,0,414,12,685,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100170","1990","NE",,,,,,,,,,,"99","Brown","017",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0003163311","0000009834","Brown County","A","+42444768","-099934182","06",0,917,13,356,0,657,26,791,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"G3100190","1990","NE",,,,,,,,,,,"99","Buffalo","019",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002507309","0000018756","Buffalo County","A","+40855145","-099074484","06",19,9991,325,3057,0,9125,319,5350,0,35,0,39,0,10,0,10,0,22,0,22,0,30,8,11,0,51,0,24,0,12,0,19,0,172,18,22,0,110,5,39
"G3100210","1990","NE",,,,,,,,,,,"99","Burt","021",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001276327","0000011217","Burt County","A","+41854198","-096321473","06",0,1874,62,880,0,1369,68,1628,0,2,0,1,0,0,0,0,0,14,0,3,0,12,0,14,0,1,0,0,0,0,0,2,0,18,0,0,0,11,0,0
"G3100230","1990","NE",,,,,,,,,,,"99","Butler","023",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001511553","0000002125","Butler County","A","+41222404","-097132889","06",10,2193,58,859,0,1599,67,1627,0,6,0,0,0,5,0,0,0,8,0,6,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"G3100250","1990","NE",,,,,,,,,,,"99","Cass","025",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001448590","0000018038","Cass County","A","+40913350","-096139040","06",453,5308,205,1709,81,4470,192,3217,3,8,0,0,0,0,0,0,6,33,4,2,0,10,3,14,4,12,0,8,0,9,0,25,0,16,0,2,0,11,0,0
"G3100270","1990","NE",,,,,,,,,,,"99","Cedar","027",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001917313","0000014468","Cedar County","A","+42598006","-097249480","06",3,2589,26,967,0,1878,29,1779,0,2,0,2,0,0,0,0,0,5,0,5,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"G3100290","1990","NE",,,,,,,,,,,"99","Chase","029",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002316838","0000008130","Chase County","A","+40530396","-101693797","06",0,1091,20,422,0,777,39,846,0,3,0,0,0,0,0,0,0,5,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"G3100310","1990","NE",,,,,,,,,,,"99","Cherry","031",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0015438333","0000127223","Cherry County","A","+42542920","-101118780","06",0,1715,29,506,0,1149,9,1166,0,0,0,0,0,0,0,0,0,36,4,11,0,55,7,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"G3100330","1990","NE",,,,,,,,,,,"99","Cheyenne","033",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0003098767","0000000293","Cheyenne County","A","+41219076","-102987292","06",0,2384,83,839,0,2157,36,1487,0,2,0,4,0,0,0,0,0,5,0,4,0,3,8,5,0,4,0,0,0,2,0,12,0,23,3,8,0,36,0,9
"G3100350","1990","NE",,,,,,,,,,,"99","Clay","035",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001484239","0000001276","Clay County","A","+40523721","-098050624","06",2,1789,48,752,0,1332,61,1354,0,0,0,0,0,0,0,0,0,2,0,5,0,3,0,2,0,3,0,0,0,3,0,3,0,0,9,4,0,5,0,11
"G3100370","1990","NE",,,,,,,,,,,"99","Colfax","037",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001070104","0000014095","Colfax County","A","+41576169","-097087884","06",4,2403,43,804,0,1735,112,1661,0,5,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,25,0,0,0,10,0,0
"G3100390","1990","NE",,,,,,,,,,,"99","Cuming","039",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001481581","0000006577","Cuming County","A","+41916354","-096788372","06",1,2776,42,900,0,1976,22,1823,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"G3100410","1990","NE",,,,,,,,,,,"99","Custer","041",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0006671414","0000000977","Custer County","A","+41393949","-099726684","06",3,3080,56,1197,0,2449,49,2373,0,0,0,0,0,0,0,0,0,15,6,5,0,19,12,7,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,8
"G3100430","1990","NE",,,,,,,,,,,"99","Dakota","043",,,"4","7720",,,,"9999","2","Nebraska","31",,,,,"0000683666","0000008918","Dakota County","A","+42386954","-096563184","06",13,4101,128,1208,6,3542,155,2166,0,19,5,15,0,14,1,21,0,29,7,26,0,33,5,59,0,83,3,16,0,66,2,24,0,175,13,22,0,85,22,31
"G3100450","1990","NE",,,,,,,,,,,"99","Dawes","045",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0003616369","0000011959","Dawes County","A","+42708785","-103135769","06",3,2058,157,1021,0,1730,134,1628,0,9,0,6,0,0,0,0,0,23,6,28,0,41,19,43,0,8,0,0,0,15,0,21,0,20,11,9,0,9,0,0
"G3100470","1990","NE",,,,,,,,,,,"99","Dawson","047",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002623515","0000016574","Dawson County","A","+40865893","-099814525","06",6,5370,181,1471,0,4129,241,3321,0,0,0,4,0,0,0,0,0,20,7,0,0,6,0,6,0,21,0,9,0,5,0,0,0,74,3,0,0,47,7,51
"G3100490","1990","NE",,,,,,,,,,,"99","Deuel","049",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001139440","0000002320","Deuel County","A","+41112913","-102332034","06",2,549,14,227,0,413,12,434,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,0,3,0,0,0,2,0,3,0,7,3,2,0,8,0,6
"G3100510","1990","NE",,,,,,,,,,,"99","Dixon","051",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001233915","0000016405","Dixon County","A","+42499308","-096868503","06",2,1538,20,672,2,1254,39,1041,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"G3100530","1990","NE",,,,,,,,,,,"99","Dodge","053",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001384302","0000024600","Dodge County","A","+41576222","-096645203","06",26,8786,292,3108,0,7498,432,5936,0,0,0,12,0,0,0,12,0,33,0,16,0,32,0,17,0,71,6,17,0,53,7,4,0,1,0,18,0,7,0,1
"G3100550","1990","NE",,,,,,,,,,,"99","Douglas","055",,,"4","5920",,,,"9999","2","Nebraska","31",,,,,"0000857386","0000022302","Douglas County","A","+41299500","-096147377","06",1078,99558,3660,26997,147,90536,2719,52932,156,7675,1195,4579,45,9155,1319,6206,0,437,86,208,0,381,130,448,6,1097,18,439,0,1087,53,557,10,1201,85,380,0,837,58,487
"G3100570","1990","NE",,,,,,,,,,,"99","Dundy","057",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002382552","0000002420","Dundy County","A","+40181944","-101689773","06",0,705,2,232,0,494,7,557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
"G3100590","1990","NE",,,,,,,,,,,"99","Fillmore","059",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001493130","0000000410","Fillmore County","A","+40524934","-097596394","06",4,1867,30,696,0,1314,34,1480,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,12
"G3100610","1990","NE",,,,,,,,,,,"99","Franklin","061",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001491692","0000000488","Franklin County","A","+40183163","-098947494","06",0,951,28,490,0,649,27,940,0,0,0,0,0,0,0,10,0,2,0,3,0,7,0,4,0,2,0,2,0,4,0,0,0,2,0,0,0,0,0,0
"G3100630","1990","NE",,,,,,,,,,,"99","Frontier","063",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002524195","0000014275","Frontier County","A","+40526950","-100388095","06",2,852,8,266,0,622,12,539,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,8,0,2
"G3100650","1990","NE",,,,,,,,,,,"99","Furnas","065",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001859908","0000006277","Furnas County","A","+40173412","-099914748","06",0,1300,36,672,0,1042,27,1259,0,2,0,0,0,0,0,0,0,4,2,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100670","1990","NE",,,,,,,,,,,"99","Gage","067",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002215327","0000012057","Gage County","A","+40265089","-096693473","06",29,5714,186,2450,10,5052,155,4102,0,0,0,5,0,0,0,0,0,7,18,4,0,23,2,43,0,13,4,5,0,15,4,8,0,0,0,0,0,13,0,0
"G3100690","1990","NE",,,,,,,,,,,"99","Garden","069",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0004414785","0000068891","Garden County","A","+41622037","-102343512","06",0,621,22,261,0,521,30,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1
"G3100710","1990","NE",,,,,,,,,,,"99","Garfield","071",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001476440","0000003391","Garfield County","A","+41894206","-098982410","06",0,565,11,207,0,438,11,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100730","1990","NE",,,,,,,,,,,"99","Gosper","073",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001186737","0000011836","Gosper County","A","+40503632","-099823186","06",0,567,2,180,0,408,18,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"G3100750","1990","NE",,,,,,,,,,,"99","Grant","075",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0002010540","0000018134","Grant County","A","+41917324","-101743191","06",0,203,8,57,0,165,0,126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"G3100770","1990","NE",,,,,,,,,,,"99","Greeley","077",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001475975","0000002248","Greeley County","A","+41562536","-098515411","06",0,806,15,239,0,560,45,505,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3100790","1990","NE",,,,,,,,,,,"99","Hall","079",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001415271","0000015064","Hall County","A","+40865863","-098502417","06",38,12523,446,3796,0,11364,486,6838,0,36,7,18,0,23,0,9,0,30,0,13,0,13,0,28,0,130,0,27,0,90,0,32,0,189,31,70,0,144,0,95
"G3100810","1990","NE",,,,,,,,,,,"99","Hamilton","081",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001408135","0000007983","Hamilton County","A","+40876629","-098021026","06",0,2399,37,632,0,1833,69,1476,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,17,0,26,0,12,0,8,0,0,0,0,0,6,0,0
"G3100830","1990","NE",,,,,,,,,,,"99","Harlan","083",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001431662","0000055513","Harlan County","A","+40173713","-099398844","06",0,1000,34,383,3,759,24,761,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"G3100850","1990","NE",,,,,,,,,,,"99","Hayes","085",,,"4","9999",,,,"9999","2","Nebraska","31",,,,,"0001847054","0000000570","Hayes County","A","+40527028","-101059564","06",0,314,4,147,0,181,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
