GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G2600610","2000","US","2","3","Michigan","26","Houghton","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2620341964","1268676121","Houghton County","A","+47032756","-088605482","06",,,7841,960,6788,287,39,18,69,4,34,9,58,8,150,5,68,8,0,0,5,0,10,0,10,0,67,2,80,3
"G2600630","2000","US","2","3","Michigan","26","Huron","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2166569275","3366858506","Huron County","A","+43842995","-083068000","06",,,8411,583,6903,374,7,0,6,3,31,2,22,2,21,2,10,1,0,0,0,0,14,0,24,0,61,7,69,8
"G2600650","2000","US","2","3","Michigan","26","Ingham","065",,,,,"0",,,,,,,,,,,,,"4040","99","N","9999","9999","9",,,,,,,,,"1448291334","4534393","Ingham County","A","+42667752","-084469828","06",,,60071,3179,58906,2702,5771,960,6809,687,481,28,347,44,2429,110,1985,144,40,0,30,0,1680,228,1296,160,1450,187,1380,129
"G2600670","2000","US","2","3","Michigan","26","Ionia","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1484616954","18175940","Ionia County","A","+42958883","-085079273","06",,,14108,720,12328,513,30,11,9,0,52,0,41,11,26,0,38,2,3,0,0,2,143,10,91,13,108,8,88,1
"G2600690","2000","US","2","3","Michigan","26","Iosco","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1422193938","3474873606","Iosco County","A","+44363193","-083571883","06",,,5105,554,4720,394,20,8,31,0,32,15,39,4,10,0,15,2,2,0,6,0,4,0,20,0,86,7,65,16
"G2600710","2000","US","2","3","Michigan","26","Iron","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3020846180","115682109","Iron County","A","+46196152","-088561747","06",,,2472,385,2404,116,2,2,6,0,18,1,37,6,0,0,4,0,0,0,0,0,2,0,9,0,23,9,17,2
"G2600730","2000","US","2","3","Michigan","26","Isabella","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1487359266","9006922","Isabella County","A","+43632901","-084838367","06",,,14548,1208,15042,904,270,19,326,59,266,75,265,73,170,44,179,16,8,0,13,17,111,5,122,18,123,13,234,14
"G2600750","2000","US","2","3","Michigan","26","Jackson","075",,,,,"0",,,,,,,,,,,,,"3520","99","N","9999","9999","9",,,,,,,,,"1830079005","44462965","Jackson County","A","+42237635","-084404455","06",,,35536,2000,31217,1564,1310,175,1580,212,102,0,137,0,198,0,100,26,10,0,12,0,385,17,323,27,415,83,370,51
"G2600770","2000","US","2","3","Michigan","26","Kalamazoo","077",,,,,"0",,,,,,,,,,,,,"3720","99","N","9999","9999","9",,,,,,,,,"1455220328","47439593","Kalamazoo County","A","+42259641","-085561317","06",,,54658,3514,50707,3061,4148,637,4708,702,287,38,291,20,1307,113,883,30,53,77,16,44,773,75,632,62,1234,127,1043,100
"G2600790","2000","US","2","3","Michigan","26","Kalkaska","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1453024813","25241584","Kalkaska County","A","+44706588","-085124416","06",,,3879,295,3366,194,4,0,6,0,47,4,31,2,7,0,6,0,0,0,0,0,2,2,4,0,38,2,20,6
"G2600810","2000","US","2","3","Michigan","26","Kent","081",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"2217482769","41453062","Kent County","A","+42988640","-085612696","06",,,134822,4739,116297,4475,9036,1194,10258,1234,672,62,780,105,2468,184,2251,184,118,21,67,16,4938,476,2935,305,2464,228,2052,147
"G2600830","2000","US","2","3","Michigan","26","Keweenaw","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1401117836","14050638432","Keweenaw County","A","+47429838","-088238030","06",,,503,62,403,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,5,2
"G2600850","2000","US","2","3","Michigan","26","Lake","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1469650004","18566736","Lake County","A","+43951418","-085831863","06",,,1806,194,1618,131,182,20,159,12,24,0,21,2,0,0,4,0,0,0,6,0,4,0,4,0,50,2,40,0
"G2600870","2000","US","2","3","Michigan","26","Lapeer","087",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1694380864","22996294","Lapeer County","A","+43067751","-083233080","06",,,22638,1188,17358,1007,46,8,19,0,96,45,103,9,25,8,81,0,2,0,0,0,189,65,58,13,197,19,200,9
"G2600890","2000","US","2","3","Michigan","26","Leelanau","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"902529823","5656298953","Leelanau County","A","+44947859","-085765387","06",,,5048,273,4325,205,4,2,3,0,162,14,168,18,9,0,25,0,0,0,8,0,59,2,23,3,61,0,50,5
"G2600910","2000","US","2","3","Michigan","26","Lenawee","091",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1943790358","28001355","Lenawee County","A","+41917635","-084065929","06",,,23589,959,20887,1061,190,4,148,16,92,9,89,11,132,3,85,20,2,0,0,0,671,80,559,65,291,19,160,83
"G2600930","2000","US","2","3","Michigan","26","Livingston","093",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1472143217","44118848","Livingston County","A","+42571133","-083868460","06",,,44033,1511,35095,1138,67,16,89,21,198,2,154,16,215,8,277,0,9,0,19,0,126,0,87,0,360,23,358,9
"G2600950","2000","US","2","3","Michigan","26","Luce","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2338974196","2612787425","Luce County","A","+46461723","-085593089","06",,,1140,122,1030,61,0,3,0,0,72,14,88,15,4,0,0,0,0,0,0,0,3,0,0,0,19,10,19,1
"G2600970","2000","US","2","3","Michigan","26","Mackinac","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2645886628","2794506294","Mackinac County","A","+46041011","-084988273","06",,,2148,309,1753,248,4,0,2,0,315,120,264,100,2,1,12,2,0,0,0,0,10,0,9,0,108,34,111,10
"G2600990","2000","US","2","3","Michigan","26","Macomb","099",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1244329825","231392703","Macomb County","A","+42591138","-082951762","06",,,199158,8725,165072,6403,4347,443,4560,366,812,45,519,28,4849,143,3785,145,48,0,25,5,880,85,650,70,3498,312,2588,155
"G2601010","2000","US","2","3","Michigan","26","Manistee","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1407937130","1909244646","Manistee County","A","+44323788","-086135402","06",,,5310,396,4634,282,11,0,3,0,77,14,71,2,6,0,17,0,0,0,0,0,45,7,44,2,59,13,44,6
"G2601030","2000","US","2","3","Michigan","26","Marquette","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4716501275","4154659804","Marquette County","A","+46464676","-087606628","06",,,15346,1215,14289,690,58,9,33,11,204,17,172,16,42,0,99,0,5,0,5,0,17,13,29,0,168,28,172,15
"G2601050","2000","US","2","3","Michigan","26","Mason","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1282477630","1933936905","Mason County","A","+43984111","-086305178","06",,,6414,560,5722,396,52,3,34,0,52,7,45,2,16,0,16,0,0,0,0,0,71,13,29,2,91,3,104,9
"G2601070","2000","US","2","3","Michigan","26","Mecosta","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1439237247","39914298","Mecosta County","A","+43648515","-085354297","06",,,8804,1297,7666,639,227,125,288,151,53,5,53,7,53,7,27,6,4,9,2,6,29,2,32,5,103,22,129,20
"G2601090","2000","US","2","3","Michigan","26","Menominee","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2702708106","762665242","Menominee County","A","+45456558","-087565926","06",,,6189,372,5335,222,9,2,2,0,114,22,105,14,0,0,12,0,0,0,0,0,9,0,2,0,45,2,17,0
"G2601110","2000","US","2","3","Michigan","26","Midland","111",,,,,"0",,,,,,,,,,,,,"6960","99","N","9999","9999","9",,,,,,,,,"1349885621","17343934","Midland County","A","+43642407","-084335448","06",,,19940,1262,17179,715,209,46,240,16,87,19,99,0,316,8,255,0,0,0,0,0,62,0,46,1,179,17,201,6
"G2601130","2000","US","2","3","Michigan","26","Missaukee","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1467865737","18326862","Missaukee County","A","+44327470","-085145565","06",,,3401,258,2779,176,2,0,0,0,15,0,11,0,4,0,11,2,0,0,0,0,6,0,2,0,27,0,30,1
"G2601150","2000","US","2","3","Michigan","26","Monroe","115",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1427343313","333921043","Monroe County","A","+41919053","-083484125","06",,,37206,1324,30628,1034,489,101,357,0,73,0,81,22,231,0,169,15,8,0,0,0,275,0,202,22,395,18,230,16
"G2601170","2000","US","2","3","Michigan","26","Montcalm","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1833815128","33524665","Montcalm County","A","+43308939","-085184031","06",,,14049,794,11827,647,25,8,22,0,67,9,65,19,40,0,29,5,2,2,9,0,85,27,71,0,166,12,103,19
"G2601190","2000","US","2","3","Michigan","26","Montmorency","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1418346898","38369080","Montmorency County","A","+45016358","-084145183","06",,,1762,281,1539,179,2,3,4,0,14,3,2,0,0,0,2,0,0,0,0,0,4,0,2,0,17,2,24,9
"G2601210","2000","US","2","3","Michigan","26","Muskegon","121",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"1318605774","2460955731","Muskegon County","A","+43254681","-086216170","06",,,35351,1660,31224,1473,3028,506,4336,522,354,15,300,8,165,0,163,13,7,0,14,0,497,58,319,3,503,76,527,62
"G2601230","2000","US","2","3","Michigan","26","Newaygo","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2181722261","49275375","Newaygo County","A","+43526187","-085806908","06",,,10875,688,8969,484,64,18,49,6,56,17,48,4,18,0,37,8,0,0,0,0,135,10,85,8,139,12,94,6
"G2601250","2000","US","2","3","Michigan","26","Oakland","125",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"2259793193","91913539","Oakland County","A","+42588233","-083305598","06",,,285910,9873,230198,7863,26369,2127,31328,1920,928,47,784,57,14734,267,9586,392,91,7,72,0,2816,154,1948,100,5268,364,4345,265
"G2601270","2000","US","2","3","Michigan","26","Oceana","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1399779193","1984623080","Oceana County","A","+43643410","-086291549","06",,,5671,471,4789,346,12,4,0,0,50,35,58,2,9,0,6,0,0,0,0,0,346,61,198,47,132,10,96,5
"G2601290","2000","US","2","3","Michigan","26","Ogemaw","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1461540211","26748977","Ogemaw County","A","+44333667","-084130573","06",,,4147,489,3869,241,2,0,0,0,29,10,31,0,17,0,17,0,2,0,0,0,5,0,12,0,39,12,51,10
"G2601310","2000","US","2","3","Michigan","26","Ontonagon","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3396859446","6293454409","Ontonagon County","A","+46679399","-089284287","06",,,1605,241,1486,86,0,0,0,0,19,3,16,2,3,0,2,0,0,0,0,0,4,0,0,0,23,4,11,1
"G2601330","2000","US","2","3","Michigan","26","Osceola","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1465886433","18447676","Osceola County","A","+43982299","-085346103","06",,,5216,438,4593,248,9,7,5,0,27,0,18,2,9,0,9,0,1,0,2,0,13,0,4,2,75,4,31,2
"G2601350","2000","US","2","3","Michigan","26","Oscoda","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1463348879","17014255","Oscoda County","A","+44680028","-084151907","06",,,1754,155,1464,149,4,0,0,0,4,0,10,0,6,0,0,0,0,0,0,0,14,0,4,0,17,4,17,8
"G2601370","2000","US","2","3","Michigan","26","Otsego","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1332658596","29629911","Otsego County","A","+45006184","-084629770","06",,,5709,380,4922,256,9,4,0,3,50,0,30,0,16,6,49,0,0,0,0,0,8,0,8,0,50,2,36,0
"G2601390","2000","US","2","3","Michigan","26","Ottawa","139",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"1465036914","2761743542","Ottawa County","A","+42929975","-086049749","06",,,61791,2141,52549,2060,570,73,464,23,162,21,204,16,1315,23,1137,39,8,0,5,0,1920,444,1514,138,731,93,798,44
"G2601410","2000","US","2","3","Michigan","26","Presque Isle","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1709580089","4953820111","Presque Isle County","A","+45371308","-083925746","06",,,2793,475,2566,175,0,0,3,0,4,2,4,3,2,0,3,0,0,0,0,0,0,0,0,0,10,5,15,0
"G2601430","2000","US","2","3","Michigan","26","Roscommon","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1350419147","151368050","Roscommon County","A","+44355243","-084654418","06",,,4608,533,4247,311,7,0,12,0,21,4,27,9,8,0,29,0,2,0,0,0,11,0,3,0,7,7,14,2
"G2601450","2000","US","2","3","Michigan","26","Saginaw","145",,,,,"0",,,,,,,,,,,,,"6960","99","N","9999","9999","9",,,,,,,,,"2095122995","17737467","Saginaw County","A","+43381976","-083997846","06",,,39046,2415,35126,1907,4569,1283,7400,1346,186,2,198,19,395,17,339,25,2,2,4,0,1331,195,1253,154,628,85,636,39
"G2601470","2000","US","2","3","Michigan","26","St Clair","147",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1876113358","290751728","St. Clair County","A","+42916954","-082597855","06",,,40879,2388,33798,1554,680,85,781,66,230,30,182,25,82,0,90,5,5,0,12,0,283,71,272,11,381,42,291,29
"G2601490","2000","US","2","3","Michigan","26","St Joseph","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1304633739","45150438","St. Joseph County","A","+41897007","-085528152","06",,,15270,734,12934,516,301,30,256,8,57,0,33,10,66,0,65,0,10,0,0,0,371,33,94,38,215,58,144,26
"G2601510","2000","US","2","3","Michigan","26","Sanilac","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2496226301","1622422823","Sanilac County","A","+43383201","-082764429","06",,,10332,745,8717,457,8,5,7,1,27,5,23,4,26,4,25,4,0,0,0,0,132,12,98,9,76,7,58,4
"G2601530","2000","US","2","3","Michigan","26","Schoolcraft","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3051289093","1827449141","Schoolcraft County","A","+46143586","-086237178","06",,,1564,257,1414,140,6,0,2,0,92,27,117,10,4,0,1,0,0,0,0,0,7,6,16,3,31,7,31,13
"G2601550","2000","US","2","3","Michigan","26","Shiawassee","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1395313553","5178410","Shiawassee County","A","+42942807","-084134226","06",,,18258,871,15231,972,44,0,12,3,56,17,111,2,35,0,8,2,4,0,0,0,73,17,68,2,111,38,194,33
"G2601570","2000","US","2","3","Michigan","26","Tuscola","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2104180663","262607294","Tuscola County","A","+43463550","-083434400","06",,,13362,1036,11783,546,46,6,40,0,57,8,24,7,44,6,39,0,0,0,0,6,95,37,62,12,147,34,124,7
"G2601590","2000","US","2","3","Michigan","26","Van Buren","159",,,,,"0",,,,,,,,,,,,,"3720","99","N","9999","9999","9",,,,,,,,,"1582121725","1241456512","Van Buren County","A","+42260034","-086042352","06",,,17258,1106,15185,722,647,58,731,95,82,10,154,23,29,0,26,7,0,0,2,4,598,67,277,47,349,29,287,41
"G2601610","2000","US","2","3","Michigan","26","Washtenaw","161",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1838733615","32599676","Washtenaw County","A","+42260331","-083759473","06",,,73485,2552,65501,2091,8511,615,9228,713,281,28,313,14,5334,238,4234,291,44,0,21,0,1142,28,652,38,1909,100,1718,108
"G2601630","2000","US","2","3","Michigan","26","Wayne","163",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1590646446","150352292","Wayne County","A","+42337237","-083197950","06",,,276122,14903,224821,9932,131483,25823,168956,24119,1743,196,1674,167,9910,306,6653,341,122,13,108,14,7831,960,4314,585,10341,962,7032,788
"G2601650","2000","US","2","3","Michigan","26","Wexford","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1464619961","26802646","Wexford County","A","+44331270","-085550382","06",,,7231,523,6367,457,10,0,3,3,24,3,29,0,30,7,36,0,0,0,0,0,45,2,30,7,65,20,54,13
"G2700010","2000","US","2","4","Minnesota","27","Aitkin","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4711959293","455872060","Aitkin County","A","+46601856","-093470244","06",,,3232,348,2818,158,2,1,3,0,55,7,57,9,7,0,12,0,0,0,6,0,0,0,2,0,27,0,21,0
"G2700030","2000","US","2","4","Minnesota","27","Anoka","003",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1097134871","58662784","Anoka County","A","+45199715","-093278805","06",,,82595,3115,74424,2057,1008,51,753,90,596,41,502,53,1134,17,1051,88,0,0,6,0,618,42,440,19,998,51,976,38
"G2700050","2000","US","2","4","Minnesota","27","Becker","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3393969725","348838046","Becker County","A","+46893153","-095742689","06",,,6835,489,5936,264,6,0,4,10,349,61,375,84,17,0,31,0,7,0,0,0,11,0,13,0,126,15,101,8
"G2700070","2000","US","2","4","Minnesota","27","Beltrami","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6488621963","1425316120","Beltrami County","A","+47720834","-094837122","06",,,7989,592,7371,275,41,0,19,0,1034,276,1093,277,91,4,143,11,7,0,4,0,17,0,7,5,132,20,137,5
"G2700090","2000","US","2","4","Minnesota","27","Benton","009",,,,,"0",,,,,,,,,,,,,"6980","99","N","9999","9999","9",,,,,,,,,"1057430800","12232786","Benton County","A","+45650815","-094070904","06",,,9435,466,8786,167,73,14,29,0,23,1,39,24,108,0,111,0,0,0,10,0,39,0,54,0,133,0,65,2
"G2700110","2000","US","2","4","Minnesota","27","Big Stone","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1287086601","80120966","Big Stone County","A","+45410116","-096409613","06",,,1318,89,1178,48,3,0,0,0,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
"G2700130","2000","US","2","4","Minnesota","27","Blue Earth","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1948598037","35067479","Blue Earth County","A","+44088378","-094037045","06",,,15665,828,14682,544,142,29,119,24,34,0,22,2,322,44,163,25,0,0,3,0,84,9,55,8,105,4,72,8
"G2700150","2000","US","2","4","Minnesota","27","Brown","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1582130022","20048081","Brown County","A","+44255312","-094696210","06",,,7049,494,6589,252,8,22,16,0,34,0,21,8,16,0,8,0,0,0,0,0,11,6,23,9,27,2,32,0
"G2700170","2000","US","2","4","Minnesota","27","Carlton","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2228243943","38601965","Carlton County","A","+46627815","-092602262","06",,,7070,465,6473,290,8,13,0,0,320,59,285,39,11,0,40,0,4,0,2,0,18,0,8,0,49,6,57,12
"G2700190","2000","US","2","4","Minnesota","27","Carver","019",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"924734562","49493783","Carver County","A","+44835379","-093749632","06",,,19807,656,16949,517,94,21,66,2,29,0,38,0,256,11,229,4,0,0,0,0,103,6,65,5,78,13,82,4
"G2700210","2000","US","2","4","Minnesota","27","Cass","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5225549622","1027224890","Cass County","A","+46897206","-094373472","06",,,5570,396,4913,231,7,0,2,2,448,126,529,80,18,0,21,3,0,0,0,0,6,0,13,0,60,9,71,6
